texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
"Adquiri no site lannister os Cartuchos 933XL Cian e 932XL Preto, ambos originais HP nos descritivos, 03 unidades de cada cor. Recebi 2 pacotes, contendo 01(um) cartucho cian em cada e não originais.",1,0,computers_accessories,18.9,20.75,22,24,0
"",5,1,construction_tools_lights,169.99,23.99,13,29,0
frete alto demais,3,0,health_beauty,99.99,20.05,13,24,0
"Produto perfeito
Chegou bem antes do prazo
Superou minhas expectativas.
Estão de parabéns.",5,1,computers_accessories,89.99,23.43,6,19,0
"Comprei DUAS calças plásticas e só veio UMA calça plástica, tentei entrar em contato ,mandei foto da EMBALAGEM que veio com produto a MENOS e NENHUMA RESPOSTA.",1,0,diapers_and_hygiene,38.0,11.85,16,23,0
"Muito rui eles nao ciporta com o criente 
",1,0,construction_tools_construction,58.0,27.79,51,29,1
Chegou antes do prazo! ,5,1,furniture_decor,110.4,11.79,6,10,0
"EXCELENTE PRODUTO, ESPAÇOSO, ACOMODA MUITO BEM A GARRAFA DE SUCO E A MARMITINHA DO LANCHE. PRODUTO ENTREGUE ANTES DO PRAZO PREVISTO. ",5,1,stationery,49.9,16.79,12,31,0
"Tive que retirar meu produto em uma agência dos correios extremamente distante da minha casa. Recomendaria a agência de distribuição DirectLog, pois a entrega é realmente feita.",3,0,health_beauty,49.9,14.44,12,33,0
"",3,0,telephony,18.99,10.96,7,21,0
"Panos lindos e de boa qualidade, super recomendado.",5,1,bed_bath_table,25.0,15.1,11,25,0
"",5,1,health_beauty,269.9,12.51,7,17,0
"",5,1,baby,35.99,15.1,16,27,0
Produto entregue muito antes do prazo e com a qualidade esperada,5,1,electronics,79.99,18.44,7,40,0
Até o presente momento não recebi o produto e não entraram em contato comigo para dar alga satisfação e fazer o reembolso.,1,0,sports_leisure,104.9,24.86,54,23,1
Levou quase um mês para chegar um cartucho de tinta que é de uso contínuo,1,0,computers_accessories,33.85,11.85,24,22,1
Foi tudo perfeito.,5,1,perfumery,117.9,15.58,9,27,0
o produto que recebi nao foi a cor desejada enviaram foi tapete branco,1,0,bed_bath_table,200.0,48.84,15,39,0
"",4,1,desconhecida,239.0,61.73,12,48,0
"Deu tudo certo. SE tiverem um preço bom e frete com certeza escolherei esta e-commerce, pois pesquiso muito antes de comprar.",5,1,furniture_living_room,169.9,31.99,11,33,0
Comprei 02 cabos hdmi 4k 2.0 de 3m e somente foi energia 01. Porém na compra foram pagos 2 cabos e a nota fiscal contam 02 produtos tbm. ,1,0,desconhecida,25.9,7.78,3,17,0
Fiquei satisfeita.,5,1,furniture_decor,49.9,14.1,9,21,0
"",5,1,audio,190.9,16.09,21,35,0
"Até hoje não recebi o produto, por isso não posso recomendar essa loja, por enquanto.",3,0,housewares,89.5,16.88,11,27,0
Entrega rápida.,5,1,health_beauty,50.0,13.01,6,12,0
"",1,0,art,69.99,11.51,19,10,1
"A compra foi realizada facilmente.
A entrega foi efetuada muito antes do prazo dado.
O produto já começou a ser usado e até o presente,
sem problemas.",5,1,electronics,139.9,39.97,5,24,0
"Infelizmente o lojista teve a péssima ideia de colocar suas vendas pelos Correios. Tive que ir a agência da mesma, e perder mais de 3 horas para retirar minha compra. UMA BAGUNÇA.",1,0,garden_tools,59.0,17.66,20,23,0
"Na compra o produto aparenta ser diferente e quando veio aparenta ser exatamente qualquer película do mercado, mas nem apliquei",2,0,telephony,39.99,15.1,12,23,0
Veio com um vidro estragado,2,0,housewares,289.99,28.33,25,37,0
"",5,1,toys,69.9,17.74,15,29,0
"",5,1,consoles_games,24.5,16.79,17,35,0
"",4,1,computers_accessories,43.9,21.15,21,23,0
"Produto entregue antes do prazo.
Em perfeito estado.
Isso é respeito pelo cliente.
Super recomendo.",5,1,bed_bath_table,55.9,46.87,23,35,0
Tudo maravilhoso,5,1,health_beauty,188.0,18.96,8,33,0
Pedido veio incompleto estou aguardando a resposta da minha reclamação e até agora nada!,1,0,baby,49.0,16.79,26,25,1
Gostei bastante ,5,1,musical_instruments,1899.0,135.31,13,27,0
"Gostei muito,só achei q é muito pequeno.
São quadrados de 30cm e não de 45 cm",4,1,furniture_decor,89.9,16.88,13,18,0
"Tudo ok , eu recomendo a todos ",5,1,auto,107.99,14.85,15,17,0
"",5,1,costruction_tools_tools,93.0,19.62,14,38,0
"",5,1,market_place,62.8,14.19,12,24,0
Produto veio no tempo esperado!,5,1,watches_gifts,150.9,18.63,13,34,0
"",5,1,furniture_decor,19.9,14.1,8,22,0
"",4,1,telephony,49.99,15.79,21,27,0
"O papel é lindo, chegou bem antes do prazo. Dá um trabalhinho pra por, mas ficou lindo demais! ",5,1,furniture_decor,49.9,13.01,5,15,0
Estou no agurdo do meu produto,2,0,sports_leisure,19.49,18.23,41,20,1
"comprei um produto Kit 3 Magnésio Dimalato 1g 60 Comprimidos e recebi o produto contendo 260mg, isto é 1/4 do que comprei",1,0,sports_leisure,83.8,18.47,7,24,0
"Chegou no prazo, sem avarias, o mesmo produto que pedi.",5,1,luggage_accessories,118.9,14.59,6,23,0
Tudo como esperado. Excelente.,5,1,watches_gifts,139.9,15.15,10,31,0
"Controle funciona muito bem na minha TV
Todas as funções
Parabéns pelo trabalho",4,1,electronics,17.49,7.39,5,5,0
"Minha mesa veio com o tampo todo danificado parecendo usada. 
Estou tentando a troca na por enquanto está difícil. ",1,0,office_furniture,146.99,33.26,15,17,0
obrigado continuem assim vlw 😉😉😉😉,5,1,bed_bath_table,75.0,13.55,3,16,0
Muito bom o Ferro sem fio ,4,1,cool_stuff,79.95,15.77,16,24,0
"MEU PRODUTO VEIO ERRADO.

PAGUEI CASAL KING R$ 99,00 - NÂO CASAL PADRAO. QUERO TROCA URGENTE.",5,1,bed_bath_table,99.9,12.4,3,22,0
"O tapete não é de qualidade, muito inferior!!!",2,0,bed_bath_table,148.0,25.88,16,27,0
" adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",4,1,furniture_decor,69.0,15.59,14,20,0
"Ótimo vendedor, ótimo produto chegou no prazo certo eu recomendo",5,1,fashio_female_clothing,54.9,14.73,26,55,0
super recomendo,5,1,furniture_decor,59.99,11.81,3,18,0
"",5,1,garden_tools,30.05,12.79,6,23,0
"",5,1,pet_shop,108.9,13.5,7,20,0
"Produto muito bom.
Boa compressão e confortável.
Recomendo",5,1,fashion_underwear_beach,59.9,16.86,24,24,0
O tapete é lindo.. não solta pêlo e é antiderrapante.,5,1,bed_bath_table,189.0,39.07,30,22,1
"",5,1,watches_gifts,369.9,10.78,5,15,0
"",4,1,auto,398.0,60.58,30,47,0
produto correto,4,1,perfumery,149.9,8.81,10,15,0
"Veio tudo correto, mas o tamanho das panelas são pequenas demais, mesmo assim obrigado, pela atenção e rapidez",4,1,housewares,189.98,75.06,12,29,0
"",5,1,telephony,39.99,14.1,17,22,0
Fui muito brm atendida. Gostei muito.,5,1,toys,79.9,8.72,3,9,0
"",5,1,health_beauty,89.99,35.95,23,32,0
"",5,1,stationery,42.0,8.45,1,8,0
A MALA VEIO RASPADA - VOU TENTAR DEVOLVER,1,0,luggage_accessories,248.99,74.69,15,29,0
"Parabéns a Equipe stark, recomendo.
Abraço ",5,1,housewares,44.99,15.1,10,25,0
"",5,1,furniture_decor,59.9,9.17,6,6,0
Entrega 100% no prazo....mas veio com pequeno defeito e não estou conseguindo vazer a troca ....preciso de ajuda ,4,1,auto,25.99,11.85,3,17,0
Bem embalado e chegou antes do prazo...,5,1,cool_stuff,148.0,9.91,11,29,0
Recomendo a todos!,4,1,garden_tools,52.9,22.3,11,33,0
"",5,1,electronics,19.9,16.79,17,30,0
Recomendo a todos,5,1,bed_bath_table,89.99,12.97,10,24,0
"Recebi o produto correto e muito rápido. Fiquei impressionada.
Super recomendo!!!",5,1,auto,57.12,7.94,1,19,0
"",5,1,toys,299.89,63.9,6,31,0
"",5,1,bed_bath_table,199.9,13.83,4,24,0
"O umbigo dificador é muito bom, bem como foi anunciado.",5,1,health_beauty,90.0,11.72,2,8,0
"Adorei, os produtos chegaram bem antes do prazo, menos de uma semana, tudo bem embalado, o entregador chamou alto o q possibilita de ouvir e atender, mto bom, recomendo muito. ",5,1,perfumery,118.8,15.94,5,28,0
Entrega dentro do prazo! Tudo ok. ,5,1,bed_bath_table,169.99,21.68,11,26,0
encomendei e paguei por 2 unidades do produto (Película de vidro 3D Moto X4) e somente uma foi entregue. ,1,0,dvds_blu_ray,39.99,15.23,8,32,0
Produto de excelente qualidade. Entrega rápida. ,5,1,computers_accessories,18.9,22.28,25,63,0
"",4,1,bed_bath_table,200.0,22.24,10,25,0
Dentro do prazo e conforme as expectativas.,5,1,perfumery,219.9,22.34,8,36,0
ótima sempre volto a comprar ,5,1,luggage_accessories,139.9,24.54,6,8,0
"",3,0,computers_accessories,197.0,14.4,5,21,0
"Comprei e não recebi a encomenda. E o pior não estou sendo informada do porquê de não ter recebido o 
produto ainda. Péssimo atendimento. Não comprarei jamais. 

",1,0,bed_bath_table,49.95,18.45,7,30,0
"Produto entregue divergente do adquirido e não deram resposta a solicitação feita no site. Trata-se de presente e não pude entregar, aguardo troca do mesmo.",3,0,housewares,79.9,12.9,16,43,0
A caixa do produto veio o pouco amassada mais o produto intacto ,5,1,telephony,45.0,18.23,10,37,0
"Achei ótimo me entregaram dentro do prazo, mas o prazo pode ser menos em outros sites entrega com menos de 7 dias.",5,1,health_beauty,349.9,20.62,20,44,0
Tudo ok com a compra. Chegou antes do prazo.,5,1,computers_accessories,98.44,22.4,15,30,0
Muito boa...recomendo,4,1,home_construction,54.4,8.88,6,12,0
"",5,1,computers_accessories,14.99,34.15,18,34,0
"Produto chegou, porém veio incompleto, sem o bebê conforto.
Aguardo resolução.",1,0,baby,987.0,32.99,13,22,0
"",5,1,fashion_shoes,87.5,17.18,9,29,0
"Muito bom o produto chegou antes do prazo
Amei ",5,1,pet_shop,70.0,16.74,8,26,0
"O solado é muito alto para uma criança de 1ano, pode torcer o pé.",4,1,fashion_shoes,29.9,10.96,9,22,0
Recebi o produto.,5,1,bed_bath_table,149.9,21.54,23,30,0
"",5,1,housewares,179.0,16.88,4,25,0
"",4,1,health_beauty,230.0,17.05,18,27,0
Compra segura e entrega rápida.,5,1,health_beauty,24.9,7.39,2,9,0
"",4,1,computers_accessories,27.9,21.15,9,31,0
"",5,1,books_general_interest,44.99,8.48,5,8,0
Produto ótimo chegou antes do prazo eu recomendo ,5,1,computers_accessories,27.9,20.4,12,34,0
"ótimo, entrega antes do prazo.",5,1,baby,3.85,7.78,11,13,0
"De acordo com meus pedidos Ainda não recebi as Toalhas de Jogo De Banho Florença Bordado 5 Peças 100% Algodão Branco, recebi apenas Kit Jogo De Cama Florença Queen Com Toalhas De Banho 9 Peças",1,0,bed_bath_table,233.35,27.4,11,24,0
Muito bom como sempre!!!!! Recomendo!!!,5,1,pet_shop,49.99,18.23,11,31,0
"",5,1,computers_accessories,269.0,20.42,19,39,0
"O pen drive não está transferindo as gravações pro cartão de memória.... Ele diz que não precisa de Quick para encaixar o cartão de memória, mas esse tem o Quick... quero trocar",2,0,construction_tools_safety,189.96,18.04,16,35,0
Recebi o produto porém veio amassado,3,0,home_construction,37.95,7.87,3,10,0
"",5,1,housewares,43.98,23.46,8,39,0
Entregue no prazo. satisfeita,5,1,sports_leisure,260.0,21.31,15,24,0
"",5,1,stationery,59.9,15.52,4,11,0
Faltou porca e rever manual,4,1,kitchen_dining_laundry_garden_furniture,379.0,36.96,10,17,0
"",4,1,health_beauty,90.0,27.58,12,21,0
Produto de excelente qualidade. E otimo prazo de entrega.,5,1,housewares,152.9,53.67,17,22,0
"",5,1,housewares,23.9,10.96,5,19,0
"",3,0,housewares,38.0,15.11,22,21,1
Otimo muito top essa loja ..,5,1,sports_leisure,335.99,23.19,20,23,0
"",5,1,cool_stuff,144.99,12.22,9,16,0
Funcionou no Punto 2014.,4,1,auto,29.29,12.87,6,19,0
eu recebi apenas um jogo de lençol o jogo de lençol adriana nao veio junto,5,1,bed_bath_table,85.9,18.34,5,21,0
"a entrega estava prevista para 29/08 porem ate 31/08 não chego,mais creio que próxima semana chegue,ficarei no aguardo depois avalio mais.",3,0,pet_shop,249.9,50.46,42,34,1
"",5,1,auto,214.0,28.23,14,22,0
Recebimento antes do prazo ,4,1,computers_accessories,39.9,16.05,7,23,0
"produto bonito, levíssimo e super bem acabado.",5,1,pet_shop,94.9,19.63,13,24,0
rapidez na entrega. ,3,0,auto,45.49,15.1,6,27,0
"",5,1,office_furniture,119.99,45.3,24,31,0
"É muito pequeno e apertado para os bebês, os bebê n cabem dentro😣 não foi o demonstrava a foto.
Não consigo usar ?",1,0,baby,69.99,13.07,4,18,0
"",1,0,sports_leisure,14.9,14.1,26,33,0
"",5,1,housewares,98.0,18.57,9,39,0
"",3,0,housewares,58.9,25.25,7,23,0
O produto superou minhas expectativas!,5,1,office_furniture,129.0,124.07,16,40,0
"Recebi dentro do prazo ,porém não gostei do acabamento da cortina .",1,0,bed_bath_table,99.9,12.2,8,19,0
"AMEI,TAPETE LINDO... INCLUSIVE QUERO COMPRAR OUTRO IGUAL.",5,1,bed_bath_table,195.0,0.0,12,31,0
Recebi o pedido em menos de uma semana. Só que comprei com as medidas erradas e quero devolver o produto dentro do prazo do direito do consumidor e não estou conseguindo. ,5,1,furniture_decor,95.9,13.23,3,12,0
"O pacote veio super bem embalado e chegou antes do prazo qto a tinta ainda não usei pra saber se dará o efeito desejado, então farei novo comentário no futuro ! ",5,1,auto,18.0,7.78,3,15,0
"",5,1,auto,229.9,38.52,8,41,0
o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.,4,1,telephony,916.0,23.98,30,29,1
A embalagem estava correta mais quando abrir o produto estava aberto,3,0,auto,9.0,22.06,17,33,0
"Gerecer gostei do produto, deveria oferecer da cor branca.",4,1,furniture_decor,295.0,32.82,13,21,0
"",5,1,stationery,61.9,18.0,11,26,0
"Produto de ótima qualidade, ficou perfeita na minha cama. Chegou antes do prazo.",5,1,bed_bath_table,74.8,12.82,2,14,0
Demorou para chegar ,4,1,telephony,21.99,14.1,46,19,1
Recomendo a tds,5,1,sports_leisure,27.9,12.86,4,10,0
"Chegou mt antes do prazo, eu amei o lustre! Lindo",4,1,garden_tools,59.9,17.67,10,29,0
excelente produto.,5,1,bed_bath_table,45.95,15.1,13,24,0
"Entrega antes do prazo, produto superou as espectativas.",5,1,cool_stuff,33.9,8.27,4,13,0
"",5,1,auto,143.8,16.71,8,17,0
"",5,1,electronics,22.89,17.06,10,20,0
"Produto barato vendido no camelo por 20 reais , veio sem o celo de qualidade , sem etiqueta e manual do relogio , veio numa caixa simples e nao na preta original da casio ",1,0,watches_gifts,225.0,16.45,11,55,0
Só não coerente o valor do frete.,4,1,sports_leisure,92.9,77.42,20,30,0
"Produto entregue antes do prazo.
Eu recomendo.",5,1,telephony,24.99,16.79,12,33,0
"Produto em perfeito estado, e entregue antes do prazo estipulado",5,1,garden_tools,49.9,17.26,7,33,0
"otimo produto, otima compra que fiz. muito boa.",5,1,furniture_decor,99.0,52.7,10,31,0
"",4,1,bed_bath_table,89.9,21.12,13,20,0
"",5,1,furniture_decor,79.9,17.3,6,39,0
"Pedi o cancelamento do produto no mesmo dia da compra e não fui atendido, então ou a targaryen age de má fé ou tem funcionários incompetentes...
",1,0,computers_accessories,25.0,11.85,7,24,0
"o produto foi entregue antes do prazo, produto novo veio embalado. Muito bom 
 ",5,1,books_general_interest,78.0,13.91,4,19,0
foi tudo normal beleza ,5,1,cool_stuff,209.99,18.38,7,29,0
"Não recebi nem o produto, nem email informando a situação.",1,0,garden_tools,59.9,13.44,75,24,1
"",5,1,auto,289.9,60.47,18,35,0
"Fizeram confusão. A entrega foi feita para o Minas Tenis Clube e não em meu nome.Eu mencio ei o Minas, como referência da minha residência. ",5,1,food,56.97,19.37,19,20,0
"",3,0,housewares,43.0,16.11,18,33,0
"",5,1,housewares,38.9,15.37,8,19,0
Produto entregue no prazo,5,1,garden_tools,104.53,43.14,18,20,0
Produto de qualidade...,5,1,fixed_telephony,39.99,24.84,20,37,0
Recebi antes do prazo e feio conforme no anúncio. Amei.,5,1,bed_bath_table,49.95,16.11,11,30,0
Meu filho amou a mochila,5,1,luggage_accessories,160.33,17.56,14,27,0
"Na descrição do produto no site, foi informado que seria entregue o produto + manual + bateria específica. Porém a Bateria não foi enviada junto com o produto.",2,0,pet_shop,309.99,21.41,17,41,0
O produto chegou faltando e em péssimas condições.,1,0,computers_accessories,74.0,15.27,16,29,0
Ainda não recebi o produto ,1,0,auto,199.9,21.89,37,31,1
'entrega feita dentro do prazo,5,1,housewares,48.0,15.11,12,19,0
otimo atendimento,5,1,computers_accessories,19.9,7.39,4,16,0
"Produto bom, entrega rápida
",5,1,housewares,64.9,11.71,6,14,0
"",5,1,watches_gifts,120.0,36.19,15,30,0
Parabens pelos serviços,5,1,toys,269.99,14.72,14,17,0
"eu recebi produto, mais a cor veio errada, eu pedi preto preto, e veio vermelho, estou aguardando esta empresa fazer a trocado produto, pois estou sem puder usar",5,1,pet_shop,159.9,21.61,11,26,0
"Chegou no prazo ,gostei do tamanho e da cor ,foi como esperava",3,0,furniture_bedroom,259.0,73.16,19,25,0
"este produto que eu comprei, é uma propaganda enganoza, pois o suporte não suporta o peso do cellular.
fica caindo no chão do carro.
gostaria de saber como fico com está situação.
Antonio",1,0,fixed_telephony,39.0,15.1,12,22,0
Só não gostei do emtregado ,3,0,drinks,57.49,16.16,19,33,0
A entrega foi feita de forma rápida e deu para acompanhar direitinho o trajeto. O único pequeno problema que a caixa chegou amaçada mas sem danificar o produto.,4,1,consoles_games,235.0,15.82,13,23,0
"",5,1,furniture_decor,69.9,13.08,5,19,0
"Excelente produto.
Obrigada",5,1,furniture_decor,39.99,11.8,16,65,0
"Produto entregue como previsto. Só achei o material da arara a desejar. Material que não dar muita segurança. Tive q tirar as rodas pois sairam do lugar. No entanto como improviso ""bom""",2,0,furniture_decor,69.9,29.9,19,27,0
Recebi a mercadoria com um pouco de atraso mas deve ser considerado os feriados e também os atrasos dos correios.,3,0,drinks,47.49,16.11,28,37,0
"",5,1,furniture_decor,69.9,16.12,7,21,0
A rede é bonita como na foto.,5,1,sports_leisure,49.9,18.15,10,18,0
"",5,1,consoles_games,7.78,19.04,15,25,0
produto entregue conforme prazo,5,1,computers_accessories,69.99,8.65,10,8,1
"Não condiz com a foto, não veio com as 4 pilhas conforme o anúncio e simplesmente não funcionou em nenhuma das 3 televisões Smart que eu tenho da Marca Samsung.
Muito descaso com consumidor!!!",1,0,electronics,14.89,7.71,3,11,0
Otimo produto para quem cozinha e precisa controlar a temperatura do forno.,4,1,furniture_decor,78.8,18.65,4,17,0
"",4,1,cool_stuff,199.0,42.15,6,20,0
entrega bem rapida,5,1,industry_commerce_and_business,104.0,15.48,3,14,0
Produto de qualidade excelente. Design exuberante. Ótimo...,5,1,computers_accessories,31.9,16.79,39,41,0
"Gostei muito de comprar com esse vendedor , pois nos fornece todas as informações necessárias .",5,1,signaling_and_security,319.9,24.17,14,33,0
"recomendo 100%
",5,1,consoles_games,69.99,15.24,9,23,0
"Eles anunciam um produto, entregam outro.

Não compro mais nesse loja e o pior é que esta difícil comprar no stark, tamanha a quantidade de lojistas ruins como esse.
",1,0,furniture_decor,25.9,18.23,13,22,0
"",5,1,garden_tools,49.9,17.6,19,38,0
"O produto não é de boa qualidade, e seu resultado não é o esperado! Acho que perdi dinheiro.",4,1,pet_shop,139.0,9.17,5,21,0
